537	682	11	85	114	64
602	908	5	37	54	65
697	890	10	98	132	59
602	908	5	37	54	65
751	982	10	147	206	68
1437	1664	8	133	180	168
2051	2698	13	169	234	107
2866	3720	10	211	298	164
3701	5334	26	89	122	248
3635	4738	9	194	272	219
